"OBJECTID","FACILITY_N","county","Latitude","Longitude"
"7581","Nyonjoro Medical Clinic (Nakuru)","Nakuru","-0.21613","36.12177"
"7582","Nyota Njema Medical Clinic","Meru","0.33718","37.98739"
"7583","NYS (National Youth Service) Dispensary Yatta","Machakos","-1.11308","37.37364"
"7584","Nys Dispensary (Gilgil)","Nakuru","-0.47809","36.31682"
"7585","Nys Dispensary (Keiyo)","Elgeyo Marakwet","0.31574","35.66103"
"7586","Nys Dispensary (Kilindini)","Mombasa","-4.03872","39.60323"
"7587","Nys Dispensary (Kirimun)","Samburu","0.822","36.9082"
"7588","NYS Dispensary (Mavoloni)","Machakos","-1.11812","37.42459"
"7589","Nys Dispensary (Suba)","Homa Bay","-0.60789","34.25982"
"7590","Nys Karate Dispensary","Nakuru","-0.64876","36.48932"
"7591","Nyumba Kubwa Community Clinic(Darajani)","Nairobi","-1.32193","36.45656"
"7592","Nyumbani Diagnostic Laboratory and Medical Clinic","Nairobi","-1.31251","36.69909"
"7593","Nyumbani Village Catholic Dispensary","Kitui","-1.19136","37.48273"
"7594","Nzaini Dispensary","Machakos","-1.66259","37.32681"
"7595","Nzalae Dispensary","Kitui","-1.18345","37.82128"
"7596","Nzambia Dispensary","Kitui","-1.49609","37.53708"
"7597","Nzangathi health centre","Kitui","-1.50722","38.0923"
"7598","NZANZU  DISPENSARY","Kitui","-1.6007","38.37048"
"7599","Nzatani Dispensary (Mwingi)","Kitui","-1.1033","38.0714"
"7600","Nzauni Dispensary","Kitui","-1.13248","38.01023"
"7601","Nzawa Health Centre","Kitui","-1.12169","37.92889"
"7602","Nzeeni Dispensary","Makueni","-1.93725","37.49696"
"7603","Nzeluni Health Centre","Kitui","-1.07916","38.10021"
"7604","Nzeveni Dispensary","Makueni","-2.59452","37.99692"
"7605","Nzikani community centre","Kitui","-0.80938","38.43548"
"7606","Nzinia Dispensary","Kitui","-1.17928","37.94472"
"7607","Nziu Health Centre","Makueni","-1.81609","37.53742"
"7608","Nzoia (ACK) Dispensary","Kakamega","0.867575","35.04447"
"7609","Nzoia Dispensary (Trans Nzoia East)","Trans Nzoia","0.92467","35.13323"
"7610","Nzoia Matete Dispensary","Kakamega","0.70791","35.00997"
"7611","Nzoia Medical Centre","Bungoma","0.57167","34.65132"
"7612","Nzoia Sugar Dispensary","Bungoma","0.56803","34.65321"
"7613","Nzoila Dispensary","Makueni","-2.57764","38.15403"
"7614","Nzouni Dispensary","Kitui","-1.07955","38.15654"
"7615","Nzouni Dispensary(Kaiti)","Makueni","-1.75911","37.42637"
"7616","Nzukini Dispensary","Machakos","-0.99182","37.50632"
"7617","Nzukini Dispensary(KAITI)","Makueni","-1.82117","37.43601"
"7618","Nzunguni Dispensary","Kitui","-1.33307","38.04077"
"7619","Oaklands Estate Dispensary","Kiambu","-1.09539","36.91638"
"7620","Oasis Care Centre Andapol Clinic Awendo","Migori","-0.910282","34.530953"
"7621","Oasis Diagnostic Laboratory","Marsabit","2.33173","37.99031"
"7622","Oasis Doctors Plaza Medical Centre","Migori","-1.06437","34.47373"
"7623","Oasis Doctors Plaza-Nyamira","Nyamira","-0.67172","34.98208"
"7624","Oasis Laboratory Services","Kiambu","-1.09914","37.04912"
"7625","Oasis Medical Center","Kilifi","-3.93024","39.74955"
"7626","Oasis Mission Hospital","Kiambu","-1.23233","36.73796"
"7627","Oasis of Hope Medical Centre","Bungoma","0.61164","34.76782"
"7628","Oasis Specialist Hospital","Kisii","-0.40089","34.46193"
"7629","Obalwanda Dispensary","Homa Bay","-0.49418","34.2833"
"7630","Obanga Health Centre","Homa Bay","-0.68652","34.07781"
"7631","Obekai Dispensary","Busia","0.51161","34.20972"
"7632","Ober Health Centre","Homa Bay","-0.48676","34.81052"
"7633","Ober Kabuoch Dispensary","Homa Bay","-0.76661","34.43956"
"7634","Ober Kamoth Health Centre","Kisumu","-0.11518","34.60952"
"7635","Obeys Medical Clinic","Murang'a","-0.60019","36.95401"
"7636","Oboch Dispensary","Kisumu","-0.38896","34.93802"
"7637","Obumba Dispensary","Kisumu","-0.09184","34.90175"
"7638","Obunga Dispensary","Homa Bay","-0.55712","34.62644"
"7639","Obuya Dispensary","Homa Bay","-0.53","34.6"
"7640","Obwanda Dispensary","Homa Bay","-0.47666","34.59013"
"7641","Obware Health Centre","Migori","-0.8","34.18"
"7642","Ocean Breeze Medical Facilty","Mombasa","-4.00366","39.70989"
"7643","Ochii Dispensary","Baringo","0.29582","35.77744"
"7644","Ochude Dispensary","Busia","0.47997","34.17638"
"7645","Ochuna Dispensary","Migori","-1.08893","34.25262"
"7646","Oda Dispensary","Tana River","-2.46871","40.19368"
"7647","Odda Dispensary (Moyale)","Marsabit","3.47688","39.0953"
"7648","Odeon Medical Centre (Nairobi)","Nairobi","-1.2829","36.8249"
"7649","Odha Dispensary","Mandera","3.94281","41.86253"
"7650","Oding Dispensary","Siaya","0.02241","34.49949"
"7651","Ofafa I Clinic","Nairobi","-1.29587","36.86623"
"7652","Ogada Dispensary","Migori","-1.10196","34.28948"
"7653","Ogam Dispensary","Siaya","-0.02632","34.12472"
"7654","Ogande Dispensary","Homa Bay","-0.58832","34.50667"
"7655","Ogando Dispensary","Homa Bay","-0.5997","34.33293"
"7656","Ogango Dispensary","Nyamira","-0.61772","34.87514"
"7657","Ogango Health Centre","Nyamira","-0.532532","34.8808"
"7658","Ogaralle Dispensary","Wajir","2.74737","40.20512"
"7659","Ogembo Medical Clinic","Kisii","-0.79871","34.72395"
"7660","Ogen Dispensary","Kisumu","-0.03917","35.18204"
"7661","Ogero Dispensary","Siaya","0.00552","34.4828"
"7662","Ogirgir Tea Dispensary","Nandi","0.11255","35.25752"
"7663","Ogongo Community Dispensary","Migori","-0.97","34.2"
"7664","Ogongo Sub-District Hospital","Homa Bay","-0.57345","34.37187"
"7665","Ogorji Dispensary","Wajir","3.22","39.47"
"7666","Ogra Health Centre","Kisumu","-0.11154","34.95048"
"7667","Ogwedhi Dispensary (Nairobi North)","Nairobi","-1.18157","36.9099"
"7668","Ogwedhi Health Centre","Migori","-1.11358","34.62118"
"7669","Ogwedhi Sigawa Dispensary","Migori","-1.10925","34.62432"
"7670","Ojele Memorial Hospital","Migori","-1.09793","34.46109"
"7671","Ojm Medical Clinic","Vihiga","0.08379","34.60697"
"7672","Ojola Dispensary","Kisumu","-0.06627","34.64551"
"7673","Ojwando Dispensary","Homa Bay","-0.425","34.66247"
"7674","Okana Dispensary","Kisumu","-0.1393","34.89143"
"7675","Okiki Amayo Health Centre","Homa Bay","-0.41198","34.51135"
"7676","Okilgei Dispensary","Nakuru","-0.29746","35.95856"
"7677","Okitta Maternity Nursing Home","Homa Bay","-0.4482","34.89139"
"7678","Okok Dispensary","Homa Bay","-0.6829","34.42877"
"7679","Okook Dispensary","Busia","0.60872","34.20855"
"7680","Ol Jabet Medical Clinic","Laikipia","-0.03713","36.36121"
"7681","Ol Jororok Medical Clinic","Nyandarua","-0.07336","36.36449"
"7682","Olando Dispensary","Homa Bay","-0.43246","34.65263"
"7683","Ol-Arabel Dispensary","Baringo","0.27593","36.25416"
"7684","Olasi Dispensary","Migori","-1.0761","34.2091"
"7685","Olasi Dispensary (Nyando)","Kisumu","-0.26736","35.04453"
"7686","Olasiti (AIC) Dispensary","Narok","-1.07985","36.23631"
"7687","Olborosat Dispensary","Nyandarua","-0.03916","36.3286"
"7688","Olbutyo Health Centre","Bomet","-0.85441","35.27215"
"7689","Olchekut Community Based Clinic","Narok","-1.08806","35.87366"
"7690","Olchobosei Clinic","Narok","-0.9312","35.03107"
"7691","Olchorro Dispensary (Loitokitok)","Kajiado","-2.53553","37.27836"
"7692","Olchorro Health Centre","Narok","-0.82943","35.99792"
"7693","Old Mawingu Health Centre","Nyandarua","-0.47136","36.50622"
"7694","Oldanyati Health Centre","Narok","-1.07465","34.69501"
"7695","Oldebes Dispensary","Baringo","0.03175","36.04949"
"7696","Oldepesi Dispensary","Bomet","-0.83461","35.10995"
"7697","Olderkesi Dispensary","Narok","-1.75866","35.5712"
"7698","Oldoinyo Oibor Dispensary","Kajiado","-2.82445","37.50696"
"7699","Oldonyiro Dispensary (Isiolo)","Isiolo","0.64913","36.9938"
"7700","Oldonyo Nyokie Dispensary","Kajiado","-1.78269","36.34281"
"7701","Oldonyorok (Cog) Dispensary","Narok","-1.04255","34.79166"
"7702","Oldorko Dispensary","Kajiado","-1.76536","36.18911"
"7703","Olemila Stand Alone VCT","Nandi","0.091595","35.171"
"7704","Olemila VCT Centre","Nandi","0.20325","35.10533"
"7705","Olendeem Dispensary","Narok","-0.8311","35.96762"
"7706","Olengoloto Dispensary","Narok","-1.0521","34.90627"
"7707","Olenguruone Sub-District Hospital","Nakuru","-0.591","35.6856"
"7708","Olenkasurai Dispensary","Narok","-0.90513","35.96867"
"7709","Olepolos Dispensary","Narok","-1.594003","35.41397"
"7710","Olepolos Dispensary Narok North","Narok","-0.7526","35.98156"
"7711","Olepolos Medical Clinic","Kajiado","-2.09726","36.79306"
"7712","Olereko Dispensary","Narok","-0.99027","34.75665"
"7713","Olesere Dispensary","Narok","-1.5213","35.40057"
"7714","Oletukat Dispensary","Narok","-1.2166","35.93599"
"7715","Olgulului Health Centre","Kajiado","-2.59761","36.9903"
"7716","Olgumi Dispensary","Kajiado","-1.09842","36.43586"
"7717","Olifras Medical Clinic","Kirinyaga","-0.47598","37.2368"
"7718","Olive Health Care International","Kiambu","-1.25434","36.69169"
"7719","Olive Health Care/Laboratory","Kirinyaga","-0.66791","37.20748"
"7720","Olive Link Health Care","Nairobi","-1.30907","36.88053"
"7721","Olive Medical Clinic Kitengela","Kajiado","-1.475","36.95844"
"7722","Oljabet Health Centre","Laikipia","0.17297","36.37788"
"7723","Oljabet Medical Clinic","Laikipia","0.17519","36.37817"
"7724","Oljogi Dispensary","Laikipia","0.27961","36.94219"
"7725","Ol-Jorai Dispensary","Nakuru","-0.5546","36.15312"
"7726","Oljororok Catholic Dispensary","Nyandarua","-0.08009","36.27064"
"7727","Olkalou (ACK) Dispensary","Nyandarua","-0.2747","36.37867"
"7728","Olkalou Sub-District Hospital","Nyandarua","-0.25627","36.37512"
"7729","Olkaria Community Health Centre(Naivasha)","Nakuru","-0.93655","36.37006"
"7730","Olkinyei Dispensary","Narok","-1.190488","35.372112"
"7731","Olkiramatian Dispensary","Kajiado","-1.87278","36.14742"
"7732","Olkokwe Health Centre","Baringo","0.0823","36.06841"
"7733","Olkoroi Dispensary","Narok","-1.6978","35.55714"
"7734","Oll Mwea Hospital Clinic Embu (Satelite)","Embu","-0.53934","37.45493"
"7735","Ollessos Holy Family Dispensary","Nandi","0.16787","35.28417"
"7736","Olliven Medicare Health Clinic","Nakuru","0.28568","36.7386"
"7737","Ollo Health Centre","Mandera","3.89405","40.86729"
"7738","Ol-Malaika Health Centre","Kajiado","-1.56631","36.7993"
"7739","Olmekenyu Dispensary","Narok","-0.86712","35.63241"
"7740","Olmesutie Dispensary","Narok","-1.9071","35.6802"
"7741","Olmoran Catholic Dispensary","Laikipia","0.53615","36.49258"
"7742","Olmoran Health Centre","Laikipia","0.53766","36.49132"
"7743","Olnarau Dispensary (CDF)","Kajiado","-1.8971","36.9909"
"7744","Ol-Njorowa Flower Farm Medical Clinic","Nakuru","-0.76827","36.42858"
"7745","Oloibon Medical Centre","Machakos","-1.3993","36.94334"
"7746","Oloika Dispensary","Kajiado","-2.03936","36.21256"
"7747","Oloimirmir Dispensary","Kajiado","-2.33016","36.5499"
"7748","Oloirien Dispensary","Kajiado","-3.11344","37.77521"
"7749","Oloiyangalani Dispensary","Kajiado","-1.77986","36.69"
"7750","Olokurto Health Centre","Narok","-1.59523","35.33392"
"7751","Olokyin Health Centre","Bomet","-0.94278","35.38611"
"7752","Ololchani Dispensary","Narok","-0.99027","34.75665"
"7753","Ololpironito Health Centre","Narok","-0.96669","36.08278"
"7754","Ololulunga District Hospital","Narok","-1.00872","35.6611"
"7755","Ololulunga VCT","Narok","-1.01957","35.65334"
"7756","Olooltepes Dispensary","Kajiado","-1.563217","36.472392"
"7757","Olooltoto Dispensary","Narok","-1.18715","35.83348"
"7758","Oloolua Dispensary","Kajiado","-1.36587","36.67657"
"7759","Olooseos Dispensary","Kajiado","-1.46661","36.66297"
"7760","Oloosirkon Dispensary","Kajiado","-1.40493","36.80453"
"7761","Olorika Dispensary","Kajiado","-2.74905","37.66505"
"7762","Oloropil Dispensary","Narok","-0.7521","35.98152"
"7763","Olorte Dispensary","Narok","-1.95716","35.83651"
"7764","Olosho-Oibor Dispensary","Kajiado","-1.41367","36.60078"
"7765","Olpajeta Dispensary","Laikipia","0.06207","36.81183"
"7766","Olposimoru Dispensary","Narok","-0.56168","35.76278"
"7767","Olps Clinic","Kisumu","-0.07817","34.79355"
"7768","Ol-Rongai Dispensary (Rongai)","Nakuru","-0.14043","36.0177"
"7769","Oltepesi Dispensary","Kajiado","-1.46806","36.738"
"7770","Oltepesi Health Clinic","Kajiado","-0.528165","36.1313"
"7771","Oltiasika Dispensary","Kajiado","-2.67588","37.85324"
"7772","Ol-Torot Dispensary","Marsabit","2.59415","37.0818"
"7773","Oltukai Lodge Clinic","Kajiado","-2.66752","37.28236"
"7774","Oltukai Medical Clinic","Kajiado","-1.43011","36.68576"
"7775","Olturoto Dispensary","Kajiado","-1.64379","36.93689"
"7776","Olympic Community Clinic","Nairobi","-1.3141","36.77853"
"7777","Om Dental Centre","Mombasa","-4.04562","39.6684"
"7778","Ombek Dispensary","Homa Bay","-0.56837","34.6642"
"7779","Ombo Bita Dispensary","Migori","-0.87681","34.51954"
"7780","Ombo Kachieng' Dispensary","Homa Bay","-0.73314","34.45512"
"7781","Ombo Kowiti Dispensary","Migori","-0.91493","34.41411"
"7782","Omboga Dispensary","Homa Bay","-0.43925","34.62273"
"7783","Omiro Dispensary","Homa Bay","-0.45299","34.80357"
"7784","Omobera Dispensary","Kisii","-0.89096","34.74765"
"7785","Omogwa Dispensary","Kisii","-0.796646","34.6345"
"7786","Omorembe Health Centre (Gucha)","Kisii","-0.84779","34.72154"
"7787","Omosaria Dispensary","Kisii","-0.83125","34.76477"
"7788","Omosocho Medical Clinic (Manga)","Nyamira","-0.63587","34.86736"
"7789","Omwabo Medical Clinic","Nyamira","-0.763271","34.9482"
"7790","Oncology Reference Lab","Nairobi","-1.30433","36.80769"
"7791","Ondong Dispensary","Migori","-1.09443","34.52534"
"7792","Ondong Dispensary","Migori","-1.09443","34.52534"
"7793","Oneno Dispensary","Homa Bay","-0.55689","34.54841"
"7794","Ong'amo Dispensary","Homa Bay","-0.49503","34.66247"
"7795","Ongata Comprehensive Medical Centre","Kajiado","-1.39679","36.75951"
"7796","Ongata Dispensary","Uasin Gishu","0.35551","35.30835"
"7797","Ongata Medical Clinic","Kajiado","-1.38778","36.7523"
"7798","Ongata Naado Dispensary","Narok","-1.25086","35.99404"
"7799","Ongata Rongai Health Centre","Kajiado","-1.38975","36.74725"
"7800","Ongata Rongai X-Ray Services","Kajiado","-1.3964","36.74728"
"7801","Ongatta Cottage Medical Clinic","Kajiado","-1.23821","36.45491"
"7802","Ong'ielo Health Centre","Siaya","-0.16875","34.37778"
"7803","Ongito Dispensary","Migori","-0.9324","34.3223"
"7804","Ongo Health Centre","Migori","-0.6623","34.5712"
"7805","Onoch Dispensary","West Pokot","1.46325","35.42293"
"7806","Ontulili Dispensary","Meru","0.03542","37.12884"
"7807","Onyinjo Dispensary","Kisumu","-0.07104","34.53725"
"7808","Onyuongo Dispensary","Kisumu","-0.32515","35.00533"
"7809","Opapla Dispensary","Kisumu","-0.09656","34.41908"
"7810","Openda Dispensary","Kisii","-0.87572","34.66757"
"7811","Opiroi Dispensary","Samburu","1.15492","36.81433"
"7812","Optica Clinic Nyeri","Nyeri","-0.42115","36.94935"
"7813","Optician Clinic","Meru","0.04751","37.65459"
"7814","Optimum Care Medical","Mombasa","-4.06535","39.67165"
"7815","Orahey Medical Clinic","Wajir","1.75298","40.05818"
"7816","Orego Health Centre","Homa Bay","-0.6221","34.544"
"7817","Oren Health Centre","Kisumu","-0.18689","35.07167"
"7818","Oresi Health Centre","Kisii","-0.67708","34.77773"
"7819","Oriang (SDA) Health Centre","Homa Bay","-0.39968","34.62755"
"7820","Oriang' Alwala Dispensary","Kisumu","-0.14491","34.48159"
"7821","Oriang Kanyadwera Dispensary","Kisumu","-0.07289","34.45264"
"7822","Oriang VCT","Homa Bay","-0.44391","34.91984"
"7823","Oridi Dispensary","Homa Bay","-0.77833","34.37896"
"7824","Orient Medical Care","Nairobi","-1.28396","36.73048"
"7825","Orinie (AIC) Clinic","Kajiado","-1.99158","36.86611"
"7826","Oroche Dispensary","Kisii","-0.66678","34.71222"
"7827","Orokwo Dispensary","Baringo","0.51519","35.74308"
"7828","Orolwo Dispensary","West Pokot","1.58825","34.98584"
"7829","Oromodei Dispensary","Samburu","1.26983","37.20386"
"7830","Orongo Dispensary","Kisumu","-0.14321","34.78863"
"7831","Oropoi Dispensary","Turkana","3.81982","34.3801"
"7832","Orthodox Dispensary","Nairobi","-1.28418","36.73778"
"7833","Ortum Central Clinic","West Pokot","1.43836","35.35824"
"7834","Ortum Mission Hospital","West Pokot","1.43746","35.35484"
"7835","Oruba Nursing and Maternity Home","Migori","-1.06785","34.46486"
"7836","Orwa Clinic","West Pokot","1.6594","35.4619"
"7837","Orwa dispnsary","West Pokot","1.65445","35.48341"
"7838","Orwaki Dispensary","Nyamira","-0.48126","34.95081"
"7839","Osani Community Dispensary","Homa Bay","-0.8375","34.3018"
"7840","Osano Nursing Home","Homa Bay","-0.7305","34.37074"
"7841","Osarara Dispensary","Narok","-1.58616","35.74279"
"7842","Oserian Health Centre","Nakuru","-0.82552","36.29867"
"7843","Osewre Dispensary","Kisumu","-0.13337","34.44436"
"7844","Osieko Dispensary","Busia","0.02794","34.01509"
"7845","Osingo Dispensary","Migori","-0.88863","34.49253"
"7846","Osinoni Dispensary","Narok","-1.01903","34.80542"
"7847","Osogo Dispensary","Migori","-0.97774","34.4206"
"7848","Osorongai Dispensary","Uasin Gishu","0.596167","34.973978"
"7849","Osotua Medical Clinic","Kajiado","-1.68673","36.84845"
"7850","Osupuko Dispensary","Narok","-0.93928","34.91081"
"7851","Otacho Dispensary","Migori","-0.84804","34.55513"
"7852","Otange Dispensary","Homa Bay","-0.81805","34.37872"
"7853","Otati Dispensary","Migori","-0.76766","34.20473"
"7854","Othach Dispensary","Siaya","-0.050586","34.20696"
"7855","Othaya Approved Dispensary","Nyeri","-0.32775","36.56404"
"7856","Othaya Catholic Dispensary","Nyeri","-0.55045","36.94479"
"7857","Othaya Medical Clinic","Kiambu","-1.20928","36.93248"
"7858","Othaya Medical Services Clinic","Nyeri","-0.558127","36.9264"
"7859","Othaya Sub-District Hospital","Nyeri","-0.5431","36.94199"
"7860","Othoch Rakuom Dispensary","Migori","-1.00658","34.17344"
"7861","Othoro Health Centre (Rachuonyo)","Homa Bay","-0.43524","34.95534"
"7862","Othoro Sub District Hospital","Migori","-0.89053","34.38688"
"7863","Otieno Owala Dispensary","Kisumu","-0.03547","34.52013"
"7864","Our Lady of Lords Dispensary","Uasin Gishu","0.58865","35.04951"
"7865","Our Lady of Lourdes Dispensary (Gucha)","Kisii","-0.79924","34.72462"
"7866","Our Lady Of Mercy","Makueni","-1.62097","37.56063"
"7867","Our Lady of Mercy (Magumu)","Nyandarua","-0.85503","36.5764"
"7868","Our Lady's Hospice","Kiambu","-1.18891","36.59773"
"7869","Outspan Hospital","Nyeri","-0.43606","36.88594"
"7870","Ouya Dispensary","Siaya","-0.18844","34.24527"
"7871","Owens Nursing Home","Siaya","-0.10985","34.2696"
"7872","Oyamo Dispensary","Siaya","-0.190999","34.2387"
"7873","Oyani (SDA) Dispensary","Migori","-0.92839","34.3699"
"7874","Oyani Health Centre","Migori","-1.0377","34.58732"
"7875","Oyuma Dispensary (Rachuonyo)","Homa Bay","-0.36542","34.61512"
"7876","Ozi Dispensary","Tana River","-2.51155","40.45545"
"7877","P & T Clinic","Nairobi","-1.2531","36.8669"
"7878","P O M Dipensary","West Pokot","1.25465","35.0925"
"7879","P&D Health Clinic Ulanda","Migori","-1.00562","34.58885"
"7880","Pablo Hortsman Health Centre","Lamu","-2.27312","40.90326"
"7881","Pacco Ebenezer Medical Clinic","Nyeri","-0.556082","36.9501"
"7882","Pacific Medical Clinic","Trans Nzoia","0.98043","35.21994"
"7883","Padens Medicare Centre","Nairobi","-1.266243","36.748675"
"7884","Paed Afya Clinic","Murang'a","-0.79166","37.13074"
"7885","Pakase Dispensary","Kajiado","-2.04514","36.03325"
"7886","Pakase Medical Clinic","Kajiado","-2.06472","36.0397"
"7887","Pakasse Dispensary","Kajiado","-2.0999","36.1281"
"7888","Pakeza Medical Clinic (Manga)","Nyamira","-0.66989","34.91074"
"7889","Pala Health Centre","Homa Bay","-0.80482","34.4448"
"7890","Pala Masogo Health Centre","Homa Bay","-0.64","34.5"
"7891","Palakumi Dispensary","Kilifi","-3.62565","39.60708"
"7892","Palani Health Care Clinic","Mombasa","-4.03219","39.68243"
"7893","Palm Beach Hospital","Kwale","-4.17078","39.34436"
"7894","Paloma Medical International","Kiambu","-1.1733","36.83059"
"7895","Pamar Medical Clinic","Uasin Gishu","0.57483","35.22748"
"7896","Pamoja Medical Centre","Kakamega","0.21926","34.44189"
"7897","Pan M Medical Clinic","Kakamega","0.6959","34.98853"
"7898","Pan Paper Dispensary","Bungoma","0.61299","34.76456"
"7899","Pand Pieri Community Health Centre","Kisumu","-0.11627","34.75698"
"7900","Panda Flowers Medical Clinic","Nakuru","-0.67466","36.43281"
"7901","Pandanguo Dispensary","Lamu","-2.20347","40.48123"
"7902","Pandya Memorial Hospital","Mombasa","-4.06744","39.67127"
"7903","Pangani Dispensary","Nairobi","-1.26741","36.83815"
"7904","Panpaper Dispensary","Uasin Gishu","0.13537","35.45043"
"7905","Pap Kodero Health Centre","Siaya","-0.24657","34.32236"
"7906","Paradise Medical Centre","Bungoma","0.80974","34.46322"
"7907","Paragon Health Care Ltd","Nairobi","-1.28607","36.74555"
"7908","Paramount Clinic","Wajir","1.75234","40.05801"
"7909","Paramount Medical Clinic","Mandera","3.93029","41.8686"
"7910","Parayon Dispensary","West Pokot","1.37317","35.40936"
"7911","Paraywa Dispensary","West Pokot","1.25811","35.21066"
"7912","Parkati Dispensary","Samburu","1.74206","37.07424"
"7913","Parkishon Dispensary","Marsabit","2.26688","37.88302"
"7914","Parkroad Dental Clinic (Ngara)","Nairobi","-1.27339","36.8319"
"7915","Parkroad Nursing Home (Nairobi)","Nairobi","-1.27342","36.83193"
"7916","Partners In Prevention","Kiambu","-1.02794","37.0685"
"7917","Partners In Prevention VCT Centre","Uasin Gishu","0.50865","35.29094"
"7918","Parua Dispensary","West Pokot","1.34302","35.38853"
"7919","Passenga Dispensary","Nyandarua","-0.20667","36.32186"
"7920","Pastor Machage Memorial Hospital","Migori","-1.08713","34.46163"
"7921","Patanisho Maternity and Nursing Home","Nairobi","-1.27926","36.90937"
"7922","Path Care Kenya","Meru","0.4774","37.65341"
"7923","Path Care Kenya","Meru","0.04774","37.65341"
"7924","Patmas Medical Clinic","Nyandarua","-0.19249","36.50153"
"7925","Patrician Dispensary","Uasin Gishu","0.43404","35.26143"
"7926","Patrona Medical Services","Machakos","-1.45526","36.97485"
"7927","Patte Dispensary","Lamu","-2.11956","41.01185"
"7928","Paula Nursing Home","Siaya","0.05291","34.28883"
"7929","PCEA Clinic (Ngundo)","Nairobi","-1.25247","37.0582"
"7930","PCEA Dandora Clinic","Nairobi","-1.25025","36.8953"
"7931","PCEA Gateway","Kirinyaga","-0.54099","37.43593"
"7932","PCEA Honi Dispensary","Nyeri","-0.34576","36.99297"
"7933","PCEA Kaigai Memorial","Nakuru","-0.26858","36.1655"
"7934","PCEA Karero Dispensary","Kajiado","-2.55055","36.79734"
"7935","PCEA Karungaru Dispensary","Tharaka Nithi","-0.11288","37.98505"
"7936","PCEA Kasasule Dispensary","Makueni","-2.53789","37.95338"
"7937","PCEA Kayole Parish Health Centre","Nairobi","-1.27084","36.91029"
"7938","PCEA Kibwezi Dispensary","Makueni","-2.41247","37.96732"
"7939","PCEA Kiengu Disp/Mat","Meru","0.07427","37.25127"
"7940","PCEA Kuwinda Health Clinic","Nairobi","-1.334387","36.743217"
"7941","PCEA Makupa Medical Clinic","Mombasa","-4.03971","39.65826"
"7942","PCEA Mau-Summit Health Centre","Nakuru","-0.16677","35.67617"
"7943","PCEA Mwangaza Dispensary","Nakuru","-0.27024","36.03018"
"7944","PCEA Pipeline Clinic","Nairobi","-1.29246","36.88979"
"7945","PCEA Silanga Church VCT","Nairobi","-1.31717","36.79693"
"7946","PCEA Smyrna","Kajiado","-1.40606","36.76747"
"7947","PCEA Upendo Health Centre","Nakuru","-0.29388","36.04603"
"7948","Peace Medical Clinic","Nairobi","-1.24148","36.8839"
"7949","Peace Medical Clinic-Tetu","Nyeri","-0.48197","36.98711"
"7950","Peak Health Medical Centre","Nakuru","-0.29328","36.0591"
"7951","Pedo Dispensary","Kisumu","-0.33796","34.90802"
"7952","Pefa Mercy Medical Centre","Kiambu","-1.15487","36.80402"
"7953","Peja Healthcare Center","Embu","-0.53462","37.4595"
"7954","Peka Maga Clinic","Kajiado","-1.68764","36.84845"
"7955","Pekaru Medical Centre","Kirinyaga","-0.611282","37.2425"
"7956","Pelewa Dispensary (CDF)","Kajiado","-2.05286","36.96441"
"7957","Pemba Dispensary","Kwale","-3.8764","39.7853"
"7958","Penda Health Medical Clinic","Kajiado","-1.47841","36.95716"
"7959","Pendo Medical Clinic","Kwale","-4.28058","39.56725"
"7960","Pendo Medical Clinic (Kilindini)","Mombasa","-4.02771","39.61241"
"7961","Pendo Medical Clinic (Kinango)","Kwale","-4.13672","39.31505"
"7962","Penta Flowers Clinic","Kiambu","-1.09107","36.99964"
"7963","Penta Medical Centre Umoja","Nairobi","1.28796","36.89597"
"7964","Pentapharm Limited","Nairobi","-1.28489","36.82406"
"7965","Peoples Medical Clinic","Meru","0.38554","37.982"
"7966","Pepo La Tumaini Dispensary","Isiolo","0.33345","37.57302"
"7967","Perani Private Clinic","Kwale","-4.51809","39.18909"
"7968","Perazim Diagnostic Centre","Trans Nzoia","1.01637","35.00741"
"7969","Pesi Dispensary","Nyandarua","-0.12227","36.53641"
"7970","Pesi Dispensary (Laikipia West)","Laikipia","0.08596","36.57845"
"7971","Pesi Medical Centre","Busia","0.45704","34.1243"
"7972","Pharma Point Clinic","Kirinyaga","-0.44763","37.33698"
"7973","Pharmat Health Care","Nairobi","-1.28232","36.81864"
"7974","Phase 7 Clinic","Kiambu","-1.06743","37.0979"
"7975","Phase Ten Clinic","Kiambu","-1.06743","37.0979"
"7976","Phatholab Laboratory","Nyeri","-0.558127","36.9264"
"7977","Philia Medical Clinic","Meru","0.15401","37.6573"
"7978","Philips Medical Clinic","Meru","0.15401","37.6573"
"7979","Philis Medical Laboratory","Nairobi","-1.28853","36.82619"
"7980","Physiotherapy Clinic (Kirinyaga)","Kirinyaga","-0.471308","37.1638"
"7981","Piave Dispensary","Nakuru","-0.34129","35.99251"
"7982","Piemu Medical Clinic","Kiambu","-1.20569","36.91915"
"7983","Piemu Medical Health Centre","Nairobi","-1.20244","36.9038"
"7984","Pillar of Development","Narok","-1.05129","35.52078"
"7985","Pilot Medical Clinic","Kiambu","-1.04364","37.09347"
"7986","Pims Medical Clinic","Samburu","1.09762","36.69823"
"7987","Pinacare Medical Services","Machakos","-1.435","36.845"
"7988","Pine Medical Clinic","Nairobi","-1.32065","36.9336"
"7989","Pingilikani Dispensary","Kilifi","-3.77463","39.77309"
"7990","Pinnacle FlyOver Hospital","Nyandarua","-0.87272","36.5667"
